,Ensemble ID,Uniprot ID
Gm4944,ENSMUSG00000096433,J3QM38
Zfp944,ENSMUSG00000033972,E9PUS4
Zfp758,ENSMUSG00000044501,E9Q462
Zfp946,ENSMUSG00000071266,F6VWU8
Vmn2r112,ENSMUSG00000094921,A0A3Q4EG89
Gm9805,ENSMUSG00000046088,O88242
Gm5493,ENSMUSG00000098164,0
Gm16386,ENSMUSG00000096975,0
Zfp945,ENSMUSG00000059142,F6WAU7
Zfp40,ENSMUSG00000002617,B1B1D3
Zfp213,ENSMUSG00000071256,B2RX03
Zfp13,ENSMUSG00000062012,P10754
Zscan10,ENSMUSG00000023902,Q3URR7
Mmp25,ENSMUSG00000023903,Q3U435
Ccdc64b,ENSMUSG00000043782,Q8CHW5
Thoc6,ENSMUSG00000041319,Q5U4D9
Hcfc1r1,ENSMUSG00000023904,Q9CYQ5
Tnfrsf12a,ENSMUSG00000023905,Q9CR75
Cldn6,ENSMUSG00000023906,Q9Z262
Cldn9,ENSMUSG00000066720,Q9Z0S7
1520401A03Rik,ENSMUSG00000043747,A0A0J9YVH6
Pkmyt1,ENSMUSG00000023908,Q9ESG9
Paqr4,ENSMUSG00000023909,Q9JJE4
Kremen2,ENSMUSG00000040680,Q8K1S7
9530082P21Rik,ENSMUSG00000097006,0
Flywch1,ENSMUSG00000040097,Q8CI03
Gm16275,ENSMUSG00000086719,0
Flywch2,ENSMUSG00000023911,Q9CQE9
D930048G16Rik,ENSMUSG00000097732,0
Srrm2,ENSMUSG00000039218,Q8BTI8
Tceb2,ENSMUSG00000055839,P62869
Prss33,ENSMUSG00000049620,Q80WM7
Prss41,ENSMUSG00000024114,Q920S2
Prss32,ENSMUSG00000048992,A0A3B2W3F1
Prss21,ENSMUSG00000024116,Q9JHJ7
Dcpp1,ENSMUSG00000096445,L7N1X9
Prss30,ENSMUSG00000024124,Q9QYZ9
Prss27,ENSMUSG00000050762,Q8BJR6
Kctd5,ENSMUSG00000016946,Q8VC57
Pdpk1,ENSMUSG00000024122,Q9Z2A0
Amdhd2,ENSMUSG00000036820,Q8JZV7
Gm43796,ENSMUSG00000107169,0
Atp6v0c,ENSMUSG00000024121,P63082
Tbc1d24,ENSMUSG00000036473,Q3UUG6
1600002H07Rik,ENSMUSG00000024118,Q6GQV0
Ccnf,ENSMUSG00000072082,P51944
Abca17,ENSMUSG00000035435,E9PX95
Abca3,ENSMUSG00000024130,Q8R420
Rnps1,ENSMUSG00000034681,Q99M28
Eci1,ENSMUSG00000024132,P42125
Dnase1l2,ENSMUSG00000024136,Q9D1G0
E4f1,ENSMUSG00000024137,Q8CCE9
Pgp,ENSMUSG00000043445,Q8CHP8
Mlst8,ENSMUSG00000024142,Q9DCJ1
Bricd5,ENSMUSG00000045744,A0A5F8MPL8
Caskin1,ENSMUSG00000033597,Q6P9K8
Traf7,ENSMUSG00000052752,Q922B6
Rab26,ENSMUSG00000079657,Q504M8
Rab26os,ENSMUSG00000093565,0
Pkd1,ENSMUSG00000032855,O08852
Tsc2,ENSMUSG00000002496,Q61037
Nthl1,ENSMUSG00000041429,O35980
Slc9a3r2,ENSMUSG00000002504,Q9JHL1
Npw,ENSMUSG00000071230,F7B5D6
Zfp598,ENSMUSG00000041130,Q80YR4
Syngr3,ENSMUSG00000007021,Q8R191
Gfer,ENSMUSG00000040888,P56213
Noxo1,ENSMUSG00000019320,Q8VCM2
Tbl3,ENSMUSG00000040688,Q8C4J7
Rnf151,ENSMUSG00000008482,Q9CQ29
Rps2,ENSMUSG00000044533,P25444
Snhg9,ENSMUSG00000090101,0
Ndufb10,ENSMUSG00000040048,Q9DCS9
Rpl3l,ENSMUSG00000002500,E9PWZ3
Msrb1,ENSMUSG00000075705,Q9JLC3
Hs3st6,ENSMUSG00000039628,Q5GFD5
Meiob,ENSMUSG00000024155,Q9D513
Hagh,ENSMUSG00000024158,Q99KB8
Fahd1,ENSMUSG00000045316,Q8R0F8
Igfals,ENSMUSG00000046070,P70389
Nubp2,ENSMUSG00000039183,Q9R061
Spsb3,ENSMUSG00000024160,Q571F5
Eme2,ENSMUSG00000073436,Q56A04
Mapk8ip3,ENSMUSG00000024163,Q9ESN9
Mrps34,ENSMUSG00000038880,Q9JIK9
Nme3,ENSMUSG00000073435,Q9WV85
Hn1l,ENSMUSG00000024165,Q6PGH2
Cramp1l,ENSMUSG00000038002,Q6PG95
Ift140,ENSMUSG00000024169,E9PY46
Tmem204,ENSMUSG00000024168,Q7TQI0
Telo2,ENSMUSG00000024170,Q9DC40
Ptx4,ENSMUSG00000044172,Q6RUU0
Clcn7,ENSMUSG00000036636,O70496
Ccdc154,ENSMUSG00000059562,Q6RUT8
BC003965,ENSMUSG00000067722,Q6RUT7
Unkl,ENSMUSG00000015127,Q5FWH2
Gnptg,ENSMUSG00000035521,Q6S5C2
Tsr3,ENSMUSG00000015126,Q5HZH2
Baiap3,ENSMUSG00000047507,Q80TT2
Ube2i,ENSMUSG00000015120,P63280
Prss34,ENSMUSG00000056399,Q80UR4
Tpsab1,ENSMUSG00000024173,Q02844
Tpsg1,ENSMUSG00000033200,Q9QUL7
Cacna1h,ENSMUSG00000024112,O88427
Tekt4,ENSMUSG00000024175,Q149S1
Sstr5,ENSMUSG00000050824,O08858
Sox8,ENSMUSG00000024176,Q04886
Lmf1,ENSMUSG00000002279,Q3U3R4
Gng13,ENSMUSG00000025739,Q9JMF3
Chtf18,ENSMUSG00000019214,Q8BIW9
Rpusd1,ENSMUSG00000041199,Q8VCZ8
Mslnl,ENSMUSG00000041062,Q8C160
Msln,ENSMUSG00000063011,Q61468
Narfl,ENSMUSG00000002280,Q7TMW6
Haghl,ENSMUSG00000061046,Q9DB32
Ccdc78,ENSMUSG00000071202,D3Z5T1
Fam173a,ENSMUSG00000057411,Q501J2
Metrn,ENSMUSG00000002274,Q8C1Q4
Gm26694,ENSMUSG00000097518,0
Fbxl16,ENSMUSG00000025738,A2RT62
Wdr24,ENSMUSG00000025737,Q8CFJ9
Jmjd8,ENSMUSG00000025736,Q3TA59
Stub1,ENSMUSG00000039615,Q9WUD1
Rhot2,ENSMUSG00000025733,Q8JZN7
Wdr90,ENSMUSG00000073434,Q6ZPG2
Fam195a,ENSMUSG00000025732,Q9CQB2
0610011F06Rik,ENSMUSG00000025731,Q9DCS2
Wfikkn1,ENSMUSG00000071192,Q8R0S6
Rab40c,ENSMUSG00000025730,Q8VHQ4
Pigq,ENSMUSG00000025728,Q9QYT7
A930017K11Rik,ENSMUSG00000025727,E0CXQ2
D630044L22Rik,ENSMUSG00000097405,Q8C701
Capn15,ENSMUSG00000037326,Q9JLG8
1700022N22Rik,ENSMUSG00000097523,0
Rab11fip3,ENSMUSG00000037098,Q8CHD8
Decr2,ENSMUSG00000036775,Q9WV68
Nme4,ENSMUSG00000024177,Q9WV84
Gm8186,ENSMUSG00000049124,0
Tmem8,ENSMUSG00000024180,Q9ESN3
Mrpl28,ENSMUSG00000024181,Q9D1B9
Axin1,ENSMUSG00000024182,O35625
Arhgdig,ENSMUSG00000073433,Q62160
Rgs11,ENSMUSG00000024186,Q9Z2H1
Fam234a,ENSMUSG00000024187,Q8C0Z1
Luc7l,ENSMUSG00000024188,Q9CYI4
Neurl1b,ENSMUSG00000034413,Q0MW30
Dusp1,ENSMUSG00000024190,P28563
Gm8225,ENSMUSG00000068604,0
1700049J03Rik,ENSMUSG00000011052,0
Ergic1,ENSMUSG00000001576,Q9DC16
Atp6v0e,ENSMUSG00000015575,Q9CQD8
Crebrf,ENSMUSG00000048249,Q8CDG5
Bnip1,ENSMUSG00000024191,Q6QD59
Nkx2-5,ENSMUSG00000015579,P42582
Gm17382,ENSMUSG00000078838,0
Kifc5b,ENSMUSG00000024301,E9PUA5
Phf1,ENSMUSG00000024193,Q9Z1B8
Cuta,ENSMUSG00000024194,Q9CQ89
Syngap1,ENSMUSG00000067629,F6SEU4
Zbtb9,ENSMUSG00000079605,Q8CDC7
Ggnbp1,ENSMUSG00000048731,Q6K1E7
Bak1,ENSMUSG00000057789,O08734
Itpr3,ENSMUSG00000042644,P70227
Itpr3os,ENSMUSG00000086898,Q3V2K2
Uqcc2,ENSMUSG00000024208,Q9CQY6
Lemd2,ENSMUSG00000044857,Q6DVA0
Gm26724,ENSMUSG00000097090,0
Gm10505,ENSMUSG00000073430,Q3UUN7
Grm4,ENSMUSG00000063239,Q68EF4
Hmga1,ENSMUSG00000046711,P17095
AI413582,ENSMUSG00000062753,Q8R043
Nudt3,ENSMUSG00000024213,Q9JI46
Rps10,ENSMUSG00000052146,P63325
Gm15420,ENSMUSG00000087387,0
Pacsin1,ENSMUSG00000040276,Q61644
Spdef,ENSMUSG00000024215,Q9WTP3
D17Wsu92e,ENSMUSG00000056692,Q3TT38
Snrpc,ENSMUSG00000024217,Q62241
Uhrf1bp1,ENSMUSG00000039512,A0A3B2W3R7
Taf11,ENSMUSG00000024218,Q99JX1
Anks1,ENSMUSG00000024219,P59672
Tcp11,ENSMUSG00000062859,Q01755
Scube3,ENSMUSG00000038677,Q66PY1
Zfp523,ENSMUSG00000024220,Q8BMU0
Def6,ENSMUSG00000002257,Q8C2K1
Ppard,ENSMUSG00000002250,P35396
Fance,ENSMUSG00000007570,A0A3B2W3J1
Rpl10a,ENSMUSG00000037805,P53026
Tead3,ENSMUSG00000002249,P70210
Tulp1,ENSMUSG00000037446,Q9Z273
Fkbp5,ENSMUSG00000024222,Q64378
Gm20109,ENSMUSG00000097714,0
E230001N04Rik,ENSMUSG00000066170,Q3TS03
Armc12,ENSMUSG00000024223,Q80X86
Clps,ENSMUSG00000024225,Q9CQC2
Lhfpl5,ENSMUSG00000062252,Q4KL25
Srpk1,ENSMUSG00000004865,O70551
Slc26a8,ENSMUSG00000036196,Q8R0C3
Mapk14,ENSMUSG00000053436,P47811
Mapk13,ENSMUSG00000004864,Q9Z1B7
Brpf3,ENSMUSG00000063952,B2KF05
Pnpla1os,ENSMUSG00000087615,0
Pnpla1,ENSMUSG00000043286,Q3V1D5
4930539E08Rik,ENSMUSG00000048905,Q8CC96
1700030A11Rik,ENSMUSG00000085333,0
Gm16191,ENSMUSG00000087693,0
Pxt1,ENSMUSG00000045378,Q8K459
Kctd20,ENSMUSG00000005936,Q8CDD8
Stk38,ENSMUSG00000024006,Q91VJ4
Gm16196,ENSMUSG00000086154,0
Srsf3,ENSMUSG00000071172,P84104
Trp53cor1,ENSMUSG00000085912,0
Cdkn1a,ENSMUSG00000023067,P39689
Cpne5,ENSMUSG00000024008,Q8JZW4
Ppil1,ENSMUSG00000024007,Q9D0W5
BC004004,ENSMUSG00000052712,Q99KU6
Pi16,ENSMUSG00000024011,Q9ET66
Mtch1,ENSMUSG00000024012,Q791T5
Fgd2,ENSMUSG00000024013,Q8BY35
Gm26885,ENSMUSG00000097125,0
Pim1,ENSMUSG00000024014,P06803
Gm17657,ENSMUSG00000091614,A0A3Q4EHH0
Tmem217,ENSMUSG00000079580,Q14AF1
Tbc1d22b,ENSMUSG00000042203,A0A3Q4EHL1
Tbc1d22bos,ENSMUSG00000089900,0
Rnf8,ENSMUSG00000090083,Q8VC56
Gm28043,ENSMUSG00000098374,E0CXC2
Cmtr1,ENSMUSG00000024019,Q9DBC3
Ccdc167,ENSMUSG00000024018,Q9D162
Mdga1,ENSMUSG00000043557,Q0PMG2
Zfand3,ENSMUSG00000044477,Q497H0
Btbd9,ENSMUSG00000062202,Q8C726
Glo1,ENSMUSG00000024026,Q9CPU0
1700097N02Rik,ENSMUSG00000099474,0
Dnah8,ENSMUSG00000033826,Q91XQ0
Umodl1,ENSMUSG00000054134,Q5DID3
Abcg1,ENSMUSG00000024030,Q64343
Tff3,ENSMUSG00000024029,Q62395
Tff2,ENSMUSG00000024028,Q03404
Tff1,ENSMUSG00000024032,Q08423
Ubash3a,ENSMUSG00000042345,Q3V3E1
Rsph1,ENSMUSG00000024033,Q8VIG3
Slc37a1,ENSMUSG00000024036,Q8R070
Pde9a,ENSMUSG00000041119,O70628
Wdr4,ENSMUSG00000024037,Q9EP82
Ndufv3,ENSMUSG00000024038,Q8BK30
Pknox1,ENSMUSG00000006705,O70477
Cbs,ENSMUSG00000024039,Q91WT9
U2af1,ENSMUSG00000061613,Q9D883
Sik1,ENSMUSG00000024042,Q60670
Hsf2bp,ENSMUSG00000002076,Q9D4G2
Rrp1b,ENSMUSG00000058392,Q91YK2
Gm17276,ENSMUSG00000097305,0
Notch3,ENSMUSG00000038146,Q61982
Brd4,ENSMUSG00000024002,Q9ESU6
Gm26549,ENSMUSG00000097217,0
Akap8,ENSMUSG00000024045,Q9DBR0
Akap8l,ENSMUSG00000002625,Q9R0L7
Wiz,ENSMUSG00000024050,O88286
Rasal3,ENSMUSG00000052142,Q8C2K5
Pglyrp2,ENSMUSG00000079563,Q8VCS0
Cyp4f39,ENSMUSG00000061126,A0A494BAE0
Cyp4f17,ENSMUSG00000091586,A0A494BA08
Cyp4f16,ENSMUSG00000048440,E9PW68
Cyp4f37,ENSMUSG00000062464,Q3V1F1
Cyp4f40,ENSMUSG00000090700,B2RY43
Cyp4f15,ENSMUSG00000073424,Q8VCA4
Zfp871,ENSMUSG00000024298,G5E905
Gm17115,ENSMUSG00000091968,0
Zfp811,ENSMUSG00000055202,A0A0J9YU71
Gm26693,ENSMUSG00000097030,0
Zfp799,ENSMUSG00000095253,A0A0J9YUA4
Zfp870,ENSMUSG00000095325,A0A3Q4EG67
Cyp4f14,ENSMUSG00000024292,Q9EP75
Cyp4f13,ENSMUSG00000024055,A0A3Q4EBU2
Zfp472,ENSMUSG00000053600,A0A3Q4EC37
Zfp952,ENSMUSG00000053390,A0A3Q4EGT8
Zfp763,ENSMUSG00000067430,Q7TNP7
4921501E09Rik,ENSMUSG00000023350,A0A0R4J054
Zfp563,ENSMUSG00000067424,B8JJZ9
Morc2b,ENSMUSG00000048602,Q8C5W4
Zfp955a,ENSMUSG00000094441,Q80XR7
Zfp955b,ENSMUSG00000096910,L7N232
Zfp81,ENSMUSG00000003929,A0A3Q4EGF8
Zfp101,ENSMUSG00000055240,G3UXY5
Actl9,ENSMUSG00000092519,Q8CG27
Adamts10,ENSMUSG00000024299,P58459
Myo1f,ENSMUSG00000024300,P70248
Zfp414,ENSMUSG00000073423,Q9DCK4
Pram1,ENSMUSG00000032739,Q6BCL1
Hnrnpm,ENSMUSG00000059208,Q9D0E1
2-Mar,ENSMUSG00000079557,Q99M02
Rab11b,ENSMUSG00000077450,P46638
Angptl4,ENSMUSG00000002289,Q9Z1P8
4931413I07Rik,ENSMUSG00000092602,0
Kank3,ENSMUSG00000042099,Q9Z1P7
Rps28,ENSMUSG00000067288,P62858
Ndufa7,ENSMUSG00000041881,Q9Z1P6
Cd320,ENSMUSG00000002308,Q9Z1P5
Kifc1,ENSMUSG00000079553,Q9QWT9
Platr17,ENSMUSG00000092349,A0A2I3BQC3
BC051226,ENSMUSG00000092564,0
Daxx,ENSMUSG00000002307,O35613
Tapbp,ENSMUSG00000024308,Q9R233
Zbtb22,ENSMUSG00000051390,Q9Z0G7
Gm19412,ENSMUSG00000101438,0
Rgl2,ENSMUSG00000041354,Q61193
Pfdn6,ENSMUSG00000024309,Q03958
Wdr46,ENSMUSG00000024312,Q9Z0H1
B3galt4,ENSMUSG00000067370,Q9Z0F0
Rps18,ENSMUSG00000008668,P62270
Vps52,ENSMUSG00000024319,Q8C754
H2-K1,ENSMUSG00000061232,P01901
Ring1,ENSMUSG00000024325,O35730
H2-Ke6,ENSMUSG00000073422,P50171
Slc39a7,ENSMUSG00000024327,Q31125
Rxrb,ENSMUSG00000039656,P28704
Col11a2,ENSMUSG00000024330,Q64739
BC051537,ENSMUSG00000098197,0
H2-Oa,ENSMUSG00000024334,B2RST7
Brd2,ENSMUSG00000024335,Q7JJ13
H2-DMa,ENSMUSG00000037649,P28078
H2-DMb2,ENSMUSG00000037548,B7ZNR3
H2-DMb1,ENSMUSG00000079547,P35737
Psmb9,ENSMUSG00000096727,O35522
Tap1,ENSMUSG00000037321,P21958
Psmb8,ENSMUSG00000024338,P28063
Tap2,ENSMUSG00000024339,P36371
Gm15821,ENSMUSG00000081512,0
H2-Ab1,ENSMUSG00000073421,P01921
H2-Aa,ENSMUSG00000036594,P01910
Gm20513,ENSMUSG00000092415,0
H2-Eb1,ENSMUSG00000060586,P04230
H2-Eb2,ENSMUSG00000067341,A0A068BGV1
BC051142,ENSMUSG00000057246,A0A286YCY6
Btnl6,ENSMUSG00000092618,A2CG22
Notch4,ENSMUSG00000015468,P31695
Gpsm3,ENSMUSG00000034786,Q3U1Z5
Pbx2,ENSMUSG00000034673,O35984
Ager,ENSMUSG00000015452,Q62151
Rnf5,ENSMUSG00000015478,O35445
Agpat1,ENSMUSG00000034254,O35083
Egfl8,ENSMUSG00000015467,Q6GUQ1
Ppt2,ENSMUSG00000015474,O35448
Prrt1,ENSMUSG00000015476,O35449
Gm20461,ENSMUSG00000092525,0
Fkbpl,ENSMUSG00000033739,O35450
Atf6b,ENSMUSG00000015461,O35451
Tnxb,ENSMUSG00000033327,A0A571BG59
C4b,ENSMUSG00000073418,P01029
Cyp21a1,ENSMUSG00000024365,P03940
Stk19,ENSMUSG00000061207,Q9JHN8
Dxo,ENSMUSG00000040482,O70348
Skiv2l,ENSMUSG00000040356,G3UYT1
Nelfe,ENSMUSG00000024369,P19426
Cfb,ENSMUSG00000090231,P04186
C2,ENSMUSG00000024371,P21180
Zbtb12,ENSMUSG00000049823,G3UY12
Ehmt2,ENSMUSG00000013787,Q9Z148
Slc44a4,ENSMUSG00000007034,Q91VA1
Neu1,ENSMUSG00000007038,O35657
Hspa1b,ENSMUSG00000090877,P17879
Hspa1a,ENSMUSG00000091971,Q61696
Gm20481,ENSMUSG00000092609,G3UXK4
Hspa1l,ENSMUSG00000007033,P16627
Gm10501,ENSMUSG00000073415,0
Lsm2,ENSMUSG00000007050,O35900
Vars,ENSMUSG00000007029,Q9Z1Q9
Vwa7,ENSMUSG00000007030,Q9JHA8
Sapcd1,ENSMUSG00000036185,Q9CY86
Msh5,ENSMUSG00000007035,Q9QUM7
Clic1,ENSMUSG00000007041,Q9Z1Q5
Ddah2,ENSMUSG00000007039,Q99LD8
G6b,ENSMUSG00000073414,D7PDD4
Ly6g6c,ENSMUSG00000092586,Q9Z1Q4
Ly6g6d,ENSMUSG00000073413,Q9Z1Q3
Ly6g6e,ENSMUSG00000013766,Q8K1T6
Ly6g6f,ENSMUSG00000034923,A0A1L6ZA38
Abhd16a,ENSMUSG00000007036,Q9Z1Q2
Ly6g5c,ENSMUSG00000034482,Q8K1T5
Ly6g5b,ENSMUSG00000043807,Q8K1T4
Csnk2b,ENSMUSG00000024387,P67871
Gpank1,ENSMUSG00000092417,Q61858
Gm20522,ENSMUSG00000092241,0
D17H6S53E,ENSMUSG00000043311,Q9Z1R4
Apom,ENSMUSG00000024391,Q9Z1R3
Bag6,ENSMUSG00000024392,Q9Z1R2
Prrc2a,ENSMUSG00000024393,Q7TSC1
Gm17705,ENSMUSG00000090936,0
Aif1,ENSMUSG00000024397,O70200
Lst1,ENSMUSG00000073412,O08843
Ltb,ENSMUSG00000024399,P41155
Tnf,ENSMUSG00000024401,P06804
Lta,ENSMUSG00000024402,P09225
Nfkbil1,ENSMUSG00000042419,O88995
Gm16181,ENSMUSG00000081650,B0V2H2
Atp6v1g2,ENSMUSG00000024403,Q9WTT4
Ddx39b,ENSMUSG00000019432,Q9Z1N5
H2-D1,ENSMUSG00000073411,P01895
H2-Q1,ENSMUSG00000079507,E9PX63
H2-Q2,ENSMUSG00000091705,G3UY91
Gm11131,ENSMUSG00000079505,0
H2-Q4,ENSMUSG00000035929,Q0WXH7
H2-Q6,ENSMUSG00000073409,P79568
H2-Q7,ENSMUSG00000060550,P14429
H2-Q10,ENSMUSG00000067235,P01898
Pou5f1,ENSMUSG00000024406,P20263
Tcf19,ENSMUSG00000050410,Q99KJ5
Cchcr1,ENSMUSG00000040312,Q8K2I2
Psors1c2,ENSMUSG00000024409,Q80ZC9
Cdsn,ENSMUSG00000039518,Q7TPC1
2300002M23Rik,ENSMUSG00000039269,Q8BM15
Sfta2,ENSMUSG00000090509,E9PXB6
Dpcr1,ENSMUSG00000073408,Q3TNW5
Vars2,ENSMUSG00000038838,Q3U2A8
Gtf2h4,ENSMUSG00000001524,O70422
Ddr1,ENSMUSG00000003534,Q03146
Gm4577,ENSMUSG00000086867,0
Gm20442,ENSMUSG00000092600,0
Ier3,ENSMUSG00000003541,P46694
Flot1,ENSMUSG00000059714,O08917
Tubb5,ENSMUSG00000001525,P99024
Mdc1,ENSMUSG00000061607,Q5PSV9
Ppp1r18os,ENSMUSG00000087443,Q8BS76
Nrm,ENSMUSG00000059791,Q8VC65
Ppp1r18,ENSMUSG00000034595,Q8BQ30
Dhx16,ENSMUSG00000024422,G3UXT5
2310061I04Rik,ENSMUSG00000050705,A0PJN6
Gm16279,ENSMUSG00000084998,0
Atat1,ENSMUSG00000024426,Q8K341
Mrps18b,ENSMUSG00000024436,Q99N84
Ppp1r10,ENSMUSG00000039220,Q80W00
Abcf1,ENSMUSG00000038762,Q6P542
Prr3,ENSMUSG00000038500,Q811B5
Gnl1,ENSMUSG00000024429,P36916
Gm20508,ENSMUSG00000092604,0
A930015D03Rik,ENSMUSG00000092368,0
H2-T24,ENSMUSG00000053835,F8VQG4
H2-T23,ENSMUSG00000067212,P06339
H2-T22,ENSMUSG00000056116,A7VMS4
BC023719,ENSMUSG00000092365,0
Gm8909,ENSMUSG00000073402,A7VMS6
Gm20478,ENSMUSG00000092474,0
H2-T3,ENSMUSG00000054128,P14432
Rpp21,ENSMUSG00000024446,Q8R040
Trim39,ENSMUSG00000045409,Q9ESN2
H2-M10.2,ENSMUSG00000023083,Q85ZW9
H2-M10.1,ENSMUSG00000024448,G3UWS8
H2-M10.3,ENSMUSG00000058124,Q85ZW6
H2-M10.5,ENSMUSG00000037246,Q85ZW7
H2-M10.6,ENSMUSG00000037130,Q85ZW5
Trim26,ENSMUSG00000024457,Q99PN3
Trim10,ENSMUSG00000073400,Q9WUH5
Trim40,ENSMUSG00000073399,Q3UWA4
1700031A10Rik,ENSMUSG00000092239,0
Rnf39,ENSMUSG00000036492,A2RT81
Ppp1r11,ENSMUSG00000036398,Q8K1L5
Znrd1,ENSMUSG00000036315,Q791N7
Znrd1as,ENSMUSG00000036214,Q8R0E5
2410137M14Rik,ENSMUSG00000064308,G3UXK3
H2-M5,ENSMUSG00000024459,A7VMS3
Zfp57,ENSMUSG00000036036,Q8C6P8
Mog,ENSMUSG00000076439,Q61885
Gabbr1,ENSMUSG00000024462,Q9WV18
Olfr91,ENSMUSG00000095377,Q2VPD9
Olfr93,ENSMUSG00000091601,A0A140LHU3
Gm20497,ENSMUSG00000092403,0
Ubd,ENSMUSG00000035186,P63072
H2-M3,ENSMUSG00000016206,Q0WXH3
Olfr112,ENSMUSG00000051611,G3UXE1
Olfr115,ENSMUSG00000092413,B2RTB9
Olfr126-1,ENSMUSG00000109212,Q8VGF0
Olfr127,ENSMUSG00000058114,Q8VF25
Olfr128,ENSMUSG00000059030,Q7TRJ1
Olfr761,ENSMUSG00000109376,Q7TRJ0
Esp34,ENSMUSG00000092244,A8R0W5
Esp23,ENSMUSG00000096697,A8R0V5
Gm26917,ENSMUSG00000097971,0
Gm42418,ENSMUSG00000098178,0
AY036118,ENSMUSG00000105361,0
Pgk2,ENSMUSG00000031233,P09041
Crisp3,ENSMUSG00000025433,Q03402
Crisp1,ENSMUSG00000025431,Q03401
Esp6Esp5,ENSMUSG00000090897,A8R0T9
Esp6,ENSMUSG00000092043,A0A3B2WD20
Crisp2,ENSMUSG00000023930,P16563
9130008F23Rik,ENSMUSG00000054951,Q9D2Z6
Glyatl3,ENSMUSG00000091043,E9Q5L8
Cenpq,ENSMUSG00000023919,Q9CPQ5
Mut,ENSMUSG00000023921,P16332
Ptchd4,ENSMUSG00000042256,B9EKX1
Adgrf4,ENSMUSG00000023918,Q9D2L6
Adgrf2,ENSMUSG00000057899,E9Q4J9
Cd2ap,ENSMUSG00000061665,Q9JLQ0
Tnfrsf21,ENSMUSG00000023915,Q9EPU5
Adgrf1,ENSMUSG00000041293,Q8VEC3
Adgrf5,ENSMUSG00000056492,G5E8Q8
Mep1a,ENSMUSG00000023914,P28825
Ankrd66,ENSMUSG00000096140,J3QNN4
Pla2g7,ENSMUSG00000023913,Q60963
1700071M16Rik,ENSMUSG00000090307,0
Tdrd6,ENSMUSG00000040140,P61407
Slc25a27,ENSMUSG00000023912,A0A3B2WCR9
Cyp39a1,ENSMUSG00000023963,Q9JKJ9
Rcan2,ENSMUSG00000039601,Q9JHG2
Enpp5,ENSMUSG00000023960,Q9EQG7
Enpp4,ENSMUSG00000023961,Q8BTJ4
Clic5,ENSMUSG00000023959,Q8BXK9
Runx2,ENSMUSG00000039153,Q08775
Runx2os3,ENSMUSG00000090048,0
Runx2os1,ENSMUSG00000073394,Q3TXX5
Supt3,ENSMUSG00000038954,B0QZW4
Cdc5l,ENSMUSG00000023932,Q6A068
B230354K17Rik,ENSMUSG00000097119,Q8BNK1
Spats1,ENSMUSG00000023935,A2RRY8
Aars2,ENSMUSG00000023938,Q14CH7
Tcte1,ENSMUSG00000023949,A6H639
Tmem151b,ENSMUSG00000096847,Q68FE7
Nfkbie,ENSMUSG00000023947,O54910
Slc35b2,ENSMUSG00000037089,Q91ZN5
Hsp90ab1,ENSMUSG00000023944,P11499
Slc29a1,ENSMUSG00000023942,Q9JIM1
Gm17080,ENSMUSG00000067389,Q6R5C8
Gm7325,ENSMUSG00000079471,Q2Q5T5
Capn11,ENSMUSG00000058626,Q6J756
Tmem63b,ENSMUSG00000036026,Q3TWI9
Gm16172,ENSMUSG00000086472,0
Mrpl14,ENSMUSG00000023939,Q9D1I6
1600014C23Rik,ENSMUSG00000094690,Q9DAX4
F630040K05Rik,ENSMUSG00000097727,0
Vegfa,ENSMUSG00000023951,Q00731
Mrps18a,ENSMUSG00000023967,Q99N85
Rsph9,ENSMUSG00000023966,Q9D9V4
Mad2l1bp,ENSMUSG00000034509,Q9DCX1
Gtpbp2,ENSMUSG00000023952,Q3UJK4
Polh,ENSMUSG00000023953,Q9JJN0
Xpo5,ENSMUSG00000067150,Q924C1
Polr1c,ENSMUSG00000067148,P52432
Yipf3,ENSMUSG00000071074,Q3UDR8
Lrrc73,ENSMUSG00000071073,A0A3B2W7N5
Tjap1,ENSMUSG00000012296,Q9DCD5
Gm26785,ENSMUSG00000097390,0
Dlk2,ENSMUSG00000047428,Q8K1E3
Abcc10,ENSMUSG00000032842,Q8R4P9
Zfp318,ENSMUSG00000015597,Q99PP2
Crip3,ENSMUSG00000023968,Q6Q6R3
Slc22a7,ENSMUSG00000067144,Q91WU2
Gm5093,ENSMUSG00000091742,0
Ttbk1,ENSMUSG00000015599,Q6PCN3
Gm26904,ENSMUSG00000097560,0
Dnph1,ENSMUSG00000040658,Q80VJ3
Cul9,ENSMUSG00000040327,Q80TT8
Srf,ENSMUSG00000015605,Q9JM73
Ptk7,ENSMUSG00000023972,Q8BKG3
Klc4,ENSMUSG00000003546,Q9DBS5
Mrpl2,ENSMUSG00000002767,Q9D773
Cul7,ENSMUSG00000038545,Q8VE73
Rrp36,ENSMUSG00000023971,Q3UFY0
Klhdc3,ENSMUSG00000063576,Q8VEM9
Mea1,ENSMUSG00000002768,Q64327
Ppp2r5d,ENSMUSG00000059409,Q62304
Pex6,ENSMUSG00000002763,Q99LC9
Gnmt,ENSMUSG00000002769,Q9QXF8
Cnpy3,ENSMUSG00000023973,Q9DAU1
Ptcra,ENSMUSG00000036858,P0C6B2
2310039H08Rik,ENSMUSG00000062619,Q9D727
Rpl7l1,ENSMUSG00000063888,Q9D8M4
